"","ordinal","species","in6","in5","in4","in3","in2","in1","total","year","site","period","sjy","dd","dd_sum","cdd_sum","cdd_sumfall","DI","per","elev","siteyear","Tmean","cdd_seas","Cdd_siteave","Cdd_july_siteave","species.lab","spsiteyear","doy_adult","gdd_adult"
"4589",203,"Melanoplus dawsoni",8,2,1,1,0,0,12,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,5.41666666666667,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4590",203,"Melanoplus femurrubrum",0,0,2,6,17,1,26,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,2.34615384615385,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4591",203,"Melanoplus sanguinipes",3,2,0,0,0,0,5,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,5.6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4592",210,"Aeropedellus clavatus",3,0,0,0,0,0,3,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4593",210,"Hesperotettix viridis",7,0,0,0,0,0,7,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4594",210,"Melanoplus bivittatus",45,32,29,24,0,0,130,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,4.75384615384615,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4595",210,"Melanoplus confusus",3,0,0,0,0,0,3,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus confusus",197,416.46576671323
"4596",210,"Melanoplus dawsoni",7,2,1,1,0,0,11,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,5.36363636363636,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4597",210,"Melanoplus femurrubrum",0,2,2,3,8,0,15,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,2.86666666666667,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4598",210,"Melanoplus sanguinipes",10,2,0,0,0,0,12,"2009","CHA","resurvey","CHA_210_2009",3.33908239446802,3.33908239446802,646.185378489133,646.185378489133,5.83333333333333,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4599",218,"Hesperotettix viridis",5,0,0,0,0,0,5,"2009","CHA","resurvey","CHA_218_2009",11.613333335,11.613333335,714.987403792837,714.987403792837,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4600",218,"Melanoplus bivittatus",100,22,5,3,0,0,130,"2009","CHA","resurvey","CHA_218_2009",11.613333335,11.613333335,714.987403792837,714.987403792837,5.68461538461538,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4601",218,"Melanoplus dawsoni",5,0,0,0,0,0,5,"2009","CHA","resurvey","CHA_218_2009",11.613333335,11.613333335,714.987403792837,714.987403792837,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4602",218,"Melanoplus femurrubrum",0,0,3,17,5,0,25,"2009","CHA","resurvey","CHA_218_2009",11.613333335,11.613333335,714.987403792837,714.987403792837,2.92,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4603",218,"Melanoplus sanguinipes",20,0,0,0,0,0,20,"2009","CHA","resurvey","CHA_218_2009",11.613333335,11.613333335,714.987403792837,714.987403792837,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4606",228,"Melanoplus bivittatus",37,1,0,0,0,0,38,"2009","CHA","resurvey","CHA_228_2009",5.51060198596522,5.51060198596522,807.061039604189,807.061039604189,5.97368421052632,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4607",228,"Melanoplus dawsoni",7,0,0,0,0,0,7,"2009","CHA","resurvey","CHA_228_2009",5.51060198596522,5.51060198596522,807.061039604189,807.061039604189,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4608",228,"Melanoplus femurrubrum",0,1,6,1,0,0,8,"2009","CHA","resurvey","CHA_228_2009",5.51060198596522,5.51060198596522,807.061039604189,807.061039604189,4,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4609",228,"Melanoplus sanguinipes",7,0,0,0,0,0,7,"2009","CHA","resurvey","CHA_228_2009",5.51060198596522,5.51060198596522,807.061039604189,807.061039604189,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4610",235,"Melanoplus bivittatus",38,1,0,0,0,0,39,"2009","CHA","resurvey","CHA_235_2009",12.720555555,12.720555555,861.751135146142,861.751135146142,5.97435897435897,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4612",235,"Melanoplus dawsoni",5,0,0,0,0,0,5,"2009","CHA","resurvey","CHA_235_2009",12.720555555,12.720555555,861.751135146142,861.751135146142,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4613",235,"Melanoplus femurrubrum",0,3,3,0,0,0,6,"2009","CHA","resurvey","CHA_235_2009",12.720555555,12.720555555,861.751135146142,861.751135146142,4.5,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4614",242,"Melanoplus bivittatus",25,0,0,0,0,0,25,"2009","CHA","resurvey","CHA_242_2009",5.501666665,5.501666665,913.459787941323,913.459787941323,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4616",242,"Melanoplus femurrubrum",3,3,0,0,0,0,6,"2009","CHA","resurvey","CHA_242_2009",5.501666665,5.501666665,913.459787941323,913.459787941323,5.5,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4618",126,"Melanoplus confusus",0,0,0,0,1,3,4,"2010","CHA","resurvey","CHA_126_2010",0.454080265211713,0.454080265211713,69.2841903585049,69.2841903585049,1.25,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4620",139,"Melanoplus bivittatus",0,0,0,0,0,3,3,"2010","CHA","resurvey","CHA_139_2010",2.30374165504519,2.30374165504519,88.1777487047492,88.1777487047492,1,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4621",139,"Melanoplus confusus",0,0,0,0,2,3,5,"2010","CHA","resurvey","CHA_139_2010",2.30374165504519,2.30374165504519,88.1777487047492,88.1777487047492,1.4,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4623",143,"Melanoplus bivittatus",0,0,0,0,3,5,8,"2010","CHA","resurvey","CHA_143_2010",5.63120151628313,5.63120151628313,108.451024842497,108.451024842497,1.375,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4624",143,"Melanoplus confusus",0,0,0,0,2,3,5,"2010","CHA","resurvey","CHA_143_2010",5.63120151628313,5.63120151628313,108.451024842497,108.451024842497,1.4,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4625",150,"Aeropedellus clavatus",0,0,2,3,8,3,16,"2010","CHA","resurvey","CHA_150_2010",3.20909086163687,3.20909086163687,149.625682649189,149.625682649189,2.25,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4626",150,"Melanoplus bivittatus",0,0,0,2,6,6,14,"2010","CHA","resurvey","CHA_150_2010",3.20909086163687,3.20909086163687,149.625682649189,149.625682649189,1.71428571428571,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4627",150,"Melanoplus confusus",0,0,1,3,1,0,5,"2010","CHA","resurvey","CHA_150_2010",3.20909086163687,3.20909086163687,149.625682649189,149.625682649189,3,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4628",157,"Aeropedellus clavatus",3,0,2,6,5,2,18,"2010","CHA","resurvey","CHA_157_2010",9.66611111,9.66611111,203.276626231049,203.276626231049,3.11111111111111,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4629",157,"Melanoplus bivittatus",0,0,0,3,5,12,20,"2010","CHA","resurvey","CHA_157_2010",9.66611111,9.66611111,203.276626231049,203.276626231049,1.55,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4630",157,"Melanoplus confusus",0,2,3,2,1,0,8,"2010","CHA","resurvey","CHA_157_2010",9.66611111,9.66611111,203.276626231049,203.276626231049,3.75,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4631",165,"Aeropedellus clavatus",4,0,4,0,0,0,8,"2010","CHA","resurvey","CHA_165_2010",2.22021411493073,2.22021411493073,239.594173101587,239.594173101587,5,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4632",165,"Hesperotettix viridis",0,0,0,4,4,2,10,"2010","CHA","resurvey","CHA_165_2010",2.22021411493073,2.22021411493073,239.594173101587,239.594173101587,2.2,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Hesperotettix viridis",215,689.594173101587
"4633",165,"Melanoplus bivittatus",0,0,6,11,14,127,158,"2010","CHA","resurvey","CHA_165_2010",2.22021411493073,2.22021411493073,239.594173101587,239.594173101587,1.34177215189873,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4634",165,"Melanoplus confusus",0,5,5,6,0,0,16,"2010","CHA","resurvey","CHA_165_2010",2.22021411493073,2.22021411493073,239.594173101587,239.594173101587,3.9375,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4635",165,"Melanoplus dawsoni",0,0,0,0,1,4,5,"2010","CHA","resurvey","CHA_165_2010",2.22021411493073,2.22021411493073,239.594173101587,239.594173101587,1.2,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Melanoplus dawsoni (SW)","CHA2010Melanoplus dawsoni",215,719.594173101587
"4636",169,"Aeropedellus clavatus",3,4,7,2,0,0,16,"2010","CHA","resurvey","CHA_169_2010",6.08952170692128,6.08952170692128,266.970927877658,266.970927877658,4.5,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4637",169,"Hesperotettix viridis",0,0,0,5,5,2,12,"2010","CHA","resurvey","CHA_169_2010",6.08952170692128,6.08952170692128,266.970927877658,266.970927877658,2.25,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Hesperotettix viridis",215,689.594173101587
"4638",169,"Melanoplus bivittatus",0,1,16,19,80,257,373,"2010","CHA","resurvey","CHA_169_2010",6.08952170692128,6.08952170692128,266.970927877658,266.970927877658,1.45576407506702,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4639",169,"Melanoplus dawsoni",0,0,0,0,3,7,10,"2010","CHA","resurvey","CHA_169_2010",6.08952170692128,6.08952170692128,266.970927877658,266.970927877658,1.3,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Melanoplus dawsoni (SW)","CHA2010Melanoplus dawsoni",215,719.594173101587
"4640",176,"Aeropedellus clavatus",8,2,2,0,0,0,12,"2010","CHA","resurvey","CHA_176_2010",11.60888889,11.60888889,323.379116464654,323.379116464654,5.5,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4641",176,"Hesperotettix viridis",0,0,3,5,1,0,9,"2010","CHA","resurvey","CHA_176_2010",11.60888889,11.60888889,323.379116464654,323.379116464654,3.22222222222222,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Hesperotettix viridis",215,689.594173101587
"4642",176,"Melanoplus bivittatus",0,0,31,63,176,127,397,"2010","CHA","resurvey","CHA_176_2010",11.60888889,11.60888889,323.379116464654,323.379116464654,1.99496221662469,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4643",176,"Melanoplus dawsoni",0,0,0,4,9,3,16,"2010","CHA","resurvey","CHA_176_2010",11.60888889,11.60888889,323.379116464654,323.379116464654,2.0625,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Melanoplus dawsoni (SW)","CHA2010Melanoplus dawsoni",215,719.594173101587
"4644",182,"Aeropedellus clavatus",9,0,1,0,0,0,10,"2010","CHA","resurvey","CHA_182_2010",10.779444445,10.779444445,378.874728270756,378.874728270756,5.8,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4645",182,"Hesperotettix viridis",0,0,3,3,0,0,6,"2010","CHA","resurvey","CHA_182_2010",10.779444445,10.779444445,378.874728270756,378.874728270756,3.5,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Hesperotettix viridis",215,689.594173101587
"4646",182,"Melanoplus bivittatus",0,7,31,131,65,23,257,"2010","CHA","resurvey","CHA_182_2010",10.779444445,10.779444445,378.874728270756,378.874728270756,2.7431906614786,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4647",182,"Melanoplus confusus",1,1,0,3,0,0,5,"2010","CHA","resurvey","CHA_182_2010",10.779444445,10.779444445,378.874728270756,378.874728270756,4,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4648",182,"Melanoplus dawsoni",0,0,1,13,5,2,21,"2010","CHA","resurvey","CHA_182_2010",10.779444445,10.779444445,378.874728270756,378.874728270756,2.61904761904762,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Melanoplus dawsoni (SW)","CHA2010Melanoplus dawsoni",215,719.594173101587
"4649",187,"Aeropedellus clavatus",10,0,0,0,0,0,10,"2010","CHA","resurvey","CHA_187_2010",7.24367394399824,7.24367394399824,423.058955930465,423.058955930465,6,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4650",187,"Hesperotettix viridis",0,1,6,4,1,0,12,"2010","CHA","resurvey","CHA_187_2010",7.24367394399824,7.24367394399824,423.058955930465,423.058955930465,3.58333333333333,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Hesperotettix viridis",215,689.594173101587
"4651",187,"Melanoplus bivittatus",0,19,90,118,83,15,325,"2010","CHA","resurvey","CHA_187_2010",7.24367394399824,7.24367394399824,423.058955930465,423.058955930465,3.04615384615385,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
"4652",187,"Melanoplus confusus",3,3,2,2,0,0,10,"2010","CHA","resurvey","CHA_187_2010",7.24367394399824,7.24367394399824,423.058955930465,423.058955930465,4.7,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus confusus",201,519.284190358505
"4653",187,"Melanoplus dawsoni",0,0,13,5,6,3,27,"2010","CHA","resurvey","CHA_187_2010",7.24367394399824,7.24367394399824,423.058955930465,423.058955930465,3.03703703703704,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Melanoplus dawsoni (SW)","CHA2010Melanoplus dawsoni",215,719.594173101587
"4654",195,"Aeropedellus clavatus",11,0,0,0,0,0,11,"2010","CHA","resurvey","CHA_195_2010",12.72,12.72,490.016209948773,490.016209948773,6,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,"Aeropedellus clavatus (SW)","CHA2010Aeropedellus clavatus",180,339.625682649189
"4655",195,"Hesperotettix viridis",2,5,2,0,0,0,9,"2010","CHA","resurvey","CHA_195_2010",12.72,12.72,490.016209948773,490.016209948773,5,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Hesperotettix viridis",215,689.594173101587
"4656",195,"Melanoplus bivittatus",2,36,128,170,42,8,386,"2010","CHA","resurvey","CHA_195_2010",12.72,12.72,490.016209948773,490.016209948773,3.38341968911917,2,"1752","CHA2010",15.2188375604239,1006.88526672816,368.393096636885,143.691857502535,NA,"CHA2010Melanoplus bivittatus",219,748.177748704749
